"name","link","Calorie__kcal","Calorie__kj","Grassi__g","Carboidrati__g","Proteine__g","Fibre__g","Zuccheri__g","Acqua__g","Ceneri__g","Calcio__mg","Sodio__mg","Fosforo__mg","Potassio__mg","Ferro__mg","Magnesio__mg","Zinco__mg","Rame__mg","Selenio__mcg","Retinolo (Vit. A)__mcg","Vitamina A, IU__IU","Vitamina A, RAE__mcg_RAE","Tiamina (Vit. B1)__mg","Riboflavina (Vit. B2)__mg","Niacina (Vit. B3)__mg","Acido Pantotenico (Vit. B5)__mg","Piridossina (Vit. B6)__mg","Acido folico (Vit. B9 o M o Folacina)__mcg","Folato alimentare__mcg","Folato, DFE__mcg_DFE","Folati, totali__mcg","Cobalamina (Vit. B12)__mcg","Vitamina B-12, aggiunta__mcg","Acido ascorbico (Vit. C)__mg","Vitamina D (D2+D3)__mcg","Vitamina D3__mcg","Colecalcifenolo (Vit. D)__IU","Alpha-tocoferolo (Vit. E)__mg","Vitamina E, aggiunta__mg","Fillochinone (Vit. K)__mcg","Colina totale (Vit. J)__mg","Carotene, beta__mcg","Carotene, alfa__mcg","Criptoxantina, beta__mcg","Licopene__mcg","Luteina + zeaxantina__mcg","Acidi grassi, monoinsaturi__g","Acidi grassi, polinsaturi__g","Acidi grassi, saturi__g","Colesterolo__mg","Fitosteroli__mg","4:0__g","6:0__g","8:0__g","10:0__g","12:0__g","14:0__g","16:0__g","18:0__g","16:1 indifferenziato__g","18:1 indifferenziato__g","20:1__g","22:1 indifferenziato__g","18:2 indifferenziato__g","18:3 indifferenziato__g","18:4__g","20:4 indifferenziato__g","20:5 n-3__g","22:5 n-3__g","22:6 n-3__g","Acido aspartico__g","Acido glutammico__g","Alanina__g","Arginina__g","Cistina__g","Fenilalanina__g","Glicina__g","Isoleucina__g","Istidina__g","Leucina__g","Lisina__g","Metionina__g","Prolina__g","Serina__g","Tirosina__g","Treonina__g","Triptofano__g","Valina__g","Alcol etilico__g","Caffeina__mg","Teobromina__mg",
"Sego di bue","/nutrizionali/tabella04001.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.7","28","2.7","0","0","79.8","0","0","0","0","0","41.8","4","49.8","109","0","0","0","0","0","0.9","3.7","24.9","18.9","4.2","36","0.3","0","3.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Lardo","/nutrizionali/tabella04002.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0.11","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","2.5","102","0.6","0","0","49.7","0","0","0","0","0","0","0","0","45.1","11.2","39.2","95","0","0","0","0","0.1","0.2","1.3","23.8","13.5","2.7","41.2","1","0","10.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di fegato di merluzzo","/nutrizionali/tabella04589.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","100000","30000","0","0","0","0","0","0","0","0","0","0","250","10000","46.711","22.541","22.608","570","3.568","10.63","2.799","8.309","20.653","10.422","7.328","0.935","0.935","0.935","0.935","6.898","0.935","10.968",
"Olio di salmone","/nutrizionali/tabella04593.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.037","40.324","19.872","485","3.28","9.84","4.245","4.823","16.978","3.859","3.376","1.543","1.061","2.798","0.675","13.023","2.991","18.232",
"Olio di sardine","/nutrizionali/tabella04594.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.3","332","33.841","31.867","29.892","710","0.103","6.525","16.646","3.887","7.514","14.752","5.986","5.589","2.014","1.327","3.025","1.756","10.137","1.973","10.656",
"Grasso di montone","/nutrizionali/tabella04520.php","902","3774","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.7","28","2.8","0","0","79.8","0","0","0","0","0","40.6","7.8","47.3","102","0","0","0","0","0","0","3.8","21.5","19.5","2.3","37.6","0","0","5.5","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Grasso di pollo","/nutrizionali/tabella04542.php","900","3766","99.8","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8","4.8","191","2.7","0","0","122.4","0","0","0","0","0","44.7","20.9","29.8","85","0","0","0","0","0","0.1","0.9","21.6","6","5.7","37.3","1.1","0","19.5","1","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Grasso di oca","/nutrizionali/tabella04576.php","900","3767","99.8","0","0","0","0.2","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","56.7","11","27.7","100","0","0","0","0","0","0","0.5","20.7","6.1","2.8","53.5","0.1","0","9.8","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Grasso di tacchino","/nutrizionali/tabella04575.php","900","3767","99.8","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8","4.8","191","2.9","0","0","122.4","0","0","0","0","0","42.9","23.1","29.4","102","0","0","0","0","0","0","0.9","20.6","6.2","6","35.9","0","0","21.2","1.4","0","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di mais","/nutrizionali/tabella04058.php","899","3762","99.9","0","0","0","0","0","0.1","0","0","0","0","34.5","0","30.66","50.43","14.96","0","0","0.57","0.4","29.88","0.19","0.19","0","49.83","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Pancetta di maiale, grassa","/nutrizionali/tabella10864.php","898","3756","99.5","0","0.07","0","0","0.25","0.16","1","27","9","15","0.13","0","0.06","0.022","0.006","5.7","11","0.2","37","11","0.004","0.015","0.725","0.007","0.005","0","0","0","0","0.09","0","0","0","0","0","6.5","0","0","0","0","0","41.435","10.535","31.991","0","97","0","0","0","0","0","1.32","0","19.762","0.274","10.443","0.192","0","0","0","2.86","0","37.818","0.757","0","9.426","9.426","0.476","0.476","0","0","0.442","0","0.191","0","0","0","0","0","0",
"Pancetta","/nutrizionali/tabella04609.php","897","3753","99.5","0","0","0","0","0","0.5","0","150","0","0","0","0","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","2.5","101","0.6","0","0","42.2","0","0","0","0","0","44.874","11.144","39.004","95","0","0","0","0.1","0.199","1.294","23.681","13.432","2.686","40.994","0.995","0","10.149","0.995","0","0","0","0","0","0","0","0",
"Olio germe di grano","/nutrizionali/tabella04038.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149.4","0","24.7","20","0","0","0","0","0","15.1","61.7","18.8","0","553","0","0","0","0","0","0.1","16.6","0.5","0.5","14.6","0","0","54.8","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di arachidi","/nutrizionali/tabella04042.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0.03","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.69","0","0.7","0.1","0","0","0","0","0","0.46","15.91","1.37","46.2","32","16.9","0","207","0","0","0","0","0","0.1","9.5","2.2","1.4","2.8","0.9","0.1","44.8","1.3","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di soia","/nutrizionali/tabella04044.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0.05","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.18","0","183.9","0.2","0","0","0","0","0","0.9","64.26","21.3","22.783","57.74","15.65","0.533","0","0.533","172","62","0","59","0","0","0","0","0","0","0","10.455","0.034","4.435","0.361","0.366","0","0","0","0","22.55","22.55","0","0.233","0","50.952","50.418","0.533","6.789","6.789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di oliva","/nutrizionali/tabella04053.php","884","3699","100","0","0","0","0","0","0","1","2","0","1","0.56","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.35","0","60.2","0.3","0","0","0","0","0","0.11","0.83","0","72.961","10.523","13.808","0","221","0","0","0","0","0","0","11.29","0.022","1.953","0.414","0.129","0","0","1.255","0.125","71.269","0.311","0","9.762","0.761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di palma","/nutrizionali/tabella04055.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.94","0","8","0.3","0","0","0","0","0","0","0","0","37","9.3","49.3","0","0","0","0","0","0.1","1","43.5","4.3","0.3","36.6","0.1","0","9.1","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di semi di girasole","/nutrizionali/tabella04060.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.08","0","5.4","0","0","0","0","0","45.4","40.1","10.1","0","100","0","0","0","0","0","0","5.4","3.5","0.2","45.3","0","0","39.8","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Burro di cacao","/nutrizionali/tabella04501.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0","24.7","0.3","0","0","0","0","0","32.9","3","59.7","0","201","0","0","0","0","0","0.1","25.4","33.2","0.2","32.6","0","0","2.8","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di noce","/nutrizionali/tabella04528.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0","15","0.4","0","0","0","0","0","22.8","63.3","9.1","0","176","0","0","0","0","0","0","7","2","0.1","22.2","0.4","0","52.9","10.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di mandorle","/nutrizionali/tabella04529.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.2","0","7","0.4","0","0","0","0","0","69.9","17.4","8.2","0","266","0","0","0","0","0","0","6.5","1.7","0.6","69.4","0","0","17.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di semi vari","/nutrizionali/tabella44005.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0.13","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.78","0","21","0.2","0","0","0","0","0","48.033","33.033","14.367","0","0","0","0","0","0","0.033","10.467","2.067","0.3","47.167","0.533","0","32.633","0.433","0","0","0","0","0","0","0","0",
"Olio di avocado","/nutrizionali/tabella04581.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.554","13.486","11.56","10.9","0.66","2.665","67.889","12.53","0.957",
"Olio di semi di lino","/nutrizionali/tabella42231.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.5","0","0","0.2","0","0","0","0","0","20.2","66","9.4","0","0","0","0","0","0","0","5.3","4.1","0","20.2","0","0","12.7","53.3","0","0","0","0","0","0","0","0",
"Olio di nocciola","/nutrizionali/tabella04532.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.2","0","0","0","0","0","78","10.2","7.4","0","120","0","0","0","0","0","0.1","5.2","2","0.2","77.8","0","0","10.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di semi di papavero","/nutrizionali/tabella04514.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.4","0","0","0","0","0","19.7","62.4","13.5","0","276","0","0","0","0","0","0","10.6","2.9","0","19.7","0","0","62.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di farina d'avena","/nutrizionali/tabella04588.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.4","0","24.7","0","0","0","0","0","35.11","40.87","19.62","0","0.39","0.24","16.67","1.05","0.2","34.9","39.08","1.79","0","0","0",
"Olio di noce moscata","/nutrizionali/tabella04572.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","4.8","0","90","0","0","0","0","0","0","3.1","82.6","4.3","0","0","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di senape","/nutrizionali/tabella04583.php","884","3699","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.187","21.23","11.582","1.388","3.75","1.119","0.216","11.607","6.19","41.175","15.332","5.899",
