"Grasso di anatra","/nutrizionali/tabella04574.php","882","3691","99.8","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8","4.8","191","2.7","0","0","122.4","0","0","0","0","0","49.3","12.9","33.2","100","0","0","0","0","0","0","0.7","24.7","7.8","4","44.2","1.1","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Olio di cocco","/nutrizionali/tabella04047.php","862","3607","100","0","0","0","0","0","0","0","0","0","0","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09","0","0.5","0.3","0","0","0","0","0","0","0.2","0","5.8","1.8","86.5","0","86","0","0.6","7.5","6","44.6","16.8","8.2","2.8","0","5.8","0","0","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Carne di caribù, midollo (Alaska)","/nutrizionali/tabella35021.php","786","3290","84.4","0","6.7","7.4","1.5","107","4.5","240","0.04","0.2",
"Noci di macadamia","/nutrizionali/tabella12131.php","718","3004","75.77","13.82","7.91","8.6","4.57","1.36","1.05","1.14","85","5","188","368","3.69","130","1.3","0.756","4.131","3.6","0","0","0","1.195","0.162","2.473","0.758","0.275","0","11","11","11","0","1.2","0","0","0.54","0","0","0","0.07","0.07","0","0","4.43","58.877","1.502","12.061","108","8","0","116","0","0","0","0","0","0.076","0","0.659","0","6.036","0.124","2.329","1.94","0.616","0.281","0","12.981","43.755","1.89","0.233","0.018","1.296","0.206","0","0","0","0","0","0","0","1.099","2.267","0.388","1.402","0.006","0.665","0.454","0.314","0.195","0.602","0.018","0.023","0.468","0.419","0.511","0.37","0.067","0.363","0","0","0",
"Margarina, grassi animali e vegetali","/nutrizionali/tabella42307.php","718","3004","80.7","0.6","0.9","0","0","15.8","2","28","28","23","37","0.09","2","0.02","0.005","0.5","768","3577","819","0.01","0.04","0.03","0.01","0","2","2","2","0.1","0","0.1","0.3","12","5","0","70.9","15","610","0","0","0","0","31.832","18.236","26.904","88","0.842","0.499","0.29","0.65","0.73","2.747","13.412","7.158","0.582","30.872","0","0","17.11","1.126","0","0","0","0","0","0","0","0",
"Burro","/nutrizionali/tabella01001.php","717","2999","81.11","0.06","0.85","0","0.06","15.87","2.11","24","714","24","24","0.02","2","0.09","0","2.8","0","1","671","0.3","2499","684","0.005","0.034","0.042","0.11","0.003","0","3","3","3","0.17","0","0","1.5","1.5","60","2.32","0","7","18.8","158","0","0","0","0","0","0","0","21.021","3.043","51.368","3.278","2.982","0.296","4","0","215","0","3.226","2.007","1.19","2.529","2.587","7.436","21.697","0.56","9.999","0.138","0.961","0.961","16.978","19.961","2.982","0.1","0","0.267","0.296","2.728","2.166","0.315","0.315","0","0","0","0","0","0.064","0.178","0.029","0.031","0.008","0.041","0.018","0.051","0.023","0.083","0.067","0.021","0.082","0.046","0.041","0.038","0.012","0.057","0","0","0",
"Burro senza sale","/nutrizionali/tabella01145.php","717","2999","81.11","0.06","0.85","0","0.06","17.94","0.04","24","11","24","24","0.02","2","0.09","0.016","2.8","0.004","1","671","2499","684","0.005","0.034","0.042","0.11","0.003","0","3","3","3","0.17","0","0","1.5","1.5","60","2.32","0","7","18.8","158","0","0","0","0","0","0","0","21.021","3.043","51.368","4","0","215","0","3.226","2.007","1.19","2.529","2.587","7.436","21.697","0.56","9.999","0.138","0.961","0.961","16.978","19.961","2.982","0.1","0","0.267","0.296","2.728","2.166","0.315","0.315","0","0","0","0","0","0.064","0.178","0.029","0.031","0.008","0.041","0.018","0.051","0.023","0.083","0.067","0.021","0.082","0.046","0.041","0.038","0.012","0.057","0","0","0",
"Margarina","/nutrizionali/tabella04628.php","717","2999","80.71","0.7","0.16","0","16.52","1.92","3","654","5","18","0.12","1","0.11","0.012","0","0.003","0","0","0","1","1","1","5.23","75","0.36","43.79","15.28","38.877","24.302","15.189","14.89","14.187","0.703","275","75","0","35","0","0","0","0","0","0.046","0.016","8.431","0.068","6.173","0.261","0.109","0.085","0","0","0.045","0.045","0","0.023","24.488","38.675","14.187","0.133","0","0","0","0.001","0.027","22.252","21.522","0.703","2.04","1.957","0.083","0","0.004","0.001","0","0.001","0","0","0","0.006","0",
"Noci pecan, secche","/nutrizionali/tabella12143.php","710","2969","74.27","13.55","9.5","9.4","4.06","1.12","0.24","1.56","72","1","293","424","2.8","132","5.07","1.167","3.933","4","0","140","7","0.45","0.107","1.167","0.703","0.187","0","16","16","16","0","0.7","0","0","1.3","84","0","0.14","23.57","0.77","0.04","0.04","0","0","4","43.957","20.572","6.283","78","4","0","85","2","0","0","0","0","0","0","0","0","4.387","0","1.825","0.071","0","0","0","0","43.743","0.214","0","0","19.578","0.994","0","0","0","0","0","0","0","0.963","1.895","0.411","1.22","0.158","0.441","0.469","0.348","0.271","0.619","0.297","0.189","0.376","0.491","0.223","0.317","0.096","0.426","0",
"Noci pecan","/nutrizionali/tabella12142.php","691","2889","71.97","13.86","9.17","9.6","3.97","3.52","0.46","1.49","70","0","277","410","2.53","121","4.53","1.2","10","4.5","3.8","0","0.7","56","3","0.66","0.13","1.167","0.863","0.21","0","22","22","22","0","0","1.1","0","0","1.4","0","3.5","40.5","29","0","9","0","17","0.39","24.44","0.47","0.04","0.04","0","0","3.9","40.801","21.614","6.18","89","5","0","102","3","0","0","0","0","0","0","0","0","4.366","0","1.745","0.069","0","0","0","0","40.594","0.207","0","0","20.628","0.986","0","0","0","0","0","0","0","0.929","1.829","0.397","1.177","0.152","0.426","0.453","0.336","0.262","0.598","0.287","0.183","0.363","0.474","0.215","0.306","0.093","0.411","0","0","0",
"Maionese","/nutrizionali/tabella43598.php","688","2879","77.8","0.3","0","0","0.3","21.7","0.4","7","486","25","14","0.23","1","0.13","0","1.6","0","0","0","0.01","0.06","0.01","0.01","0","0","0","0","0","0","0","0","0","11.79","0","24.7","0.7","0","0","0","0","0","18.026","45.539","10.784","0","0","0","0","0","0","0","7.357","2.952","0","18.026","0","0","40.569","4.97","0","0","0","0","0","0","0","0",
"Maionese, basso contenuto di colesterolo","/nutrizionali/tabella04606.php","688","2879","77.8","0.3","0","0","0.3","21.7","0.4","7","486","25","14","0.23","1","0.13","0","1.6","0","0","0","0.01","0.06","0.01","0.01","0","0","0","0","0","0","0","0","0","11.79","0","24.7","0.7","0","0","0","0","0","18.026","45.539","10.784","0","0","0","0","0","0","0","7.357","2.952","0","18.026","0","0","40.569","4.97","0","0","0","0","0","0","0","0",
"Pinoli secchi","/nutrizionali/tabella12147.php","673","2816","68.37","13.08","13.69","3.7","3.59","2.28","1.43","2.59","16","2","575","597","5.53","251","6.45","1.324","8.802","0.7","0","0.4","29","1","0.364","0.227","4.387","0.313","0.094","0","34","34","34","0","0","0.8","0","0","9.33","0","53.9","55.8","17","0","0","0","9","0","11.15","0","0.07","0.07","0","0","0","3.45","18.764","34.071","4.899","0","141","0","0","0","0","0","0","0","3.212","0","1.39","0.229","0.068","0","0","0","0.017","0","17.947","0.801","0","33.15","0.164","0.112","0.052","0","0.404","0.353","0","0","0","0","1.303","2.926","0.684","2.413","0.289","0.524","0.691","0.542","0.341","0.991","0.54","0.259","0.673","0.835","0.509","0.37","0.107","0.687","0","0","0",
"Uovo, tuorlo essiccato","/nutrizionali/tabella01137.php","666","2787","55.8","3.6","34.25","0","3.6","2.95","3.4","284","135","920","244","5.42","13","4.93","0.012","0.119","86.8","779","3031","801","0.29","1.88","0.095","7.765","0.66","0","244","244","244","5.33","0","0","11.4","11.4","458","5.42","0","1.5","1388.3","186","79","70","0","2299","21.129","7.895","17.154","2052","0","0","0","0","0","0.18","12.559","4.326","1.373","19.536","0.149","0","6.423","0.126","0.068","0.837","0.203","0","0.239","3.348","4.34","1.759","2.444","0.614","1.463","1.058","1.732","0.888","3.009","2.718","0.849","1.43","2.926","1.523","1.819","0.4","1.907","0","0","0",
"Agnello, carne grassa, cruda","/nutrizionali/tabella17005.php","665","2782","70.61","0","6.65","0","22.54","0.36","19","31","73","82","0.98","9","1.13","0.057","0.003","8.8","0","0","0","0.06","0.16","6.37","0.58","0.04","0","3","3","3","1.68","0","0.22","29.11","5.35","32.24","90","0.2","0.34","3.07","15.96","10.06","2.03","26.09","3.89","1.34","0.12","0.585","0.964","0.4","0.395","0.079","0.271","0.325","0.321","0.211","0.517","0.587","0.171","0.279","0.247","0.223","0.284","0.078","0.359",
"Farina di cocco","/nutrizionali/tabella12108.php","660","2761","64.53","23.65","6.88","16.3","7.35","3","1.94","26","37","206","543","3.32","90","2.01","0.796","2.745","18.5","0","0","0","0.06","0.1","0.603","0.8","0.3","0","9","9","9","0","0","1.5","0","0","0.44","0","0.3","22.1","0","0","0","0","0","2.745","0.706","57.218","0","0","0.367","4.52","3.592","28.625","11.302","5.469","3.341","0","2.745","0","0","0.706","0","0","0","0","0","0","0.673","1.574","0.352","1.13","0.136","0.349","0.326","0.27","0.158","0.511","0.304","0.129","0.284","0.356","0.213","0.251","0.081","0.417","0","0","0",
"Guanciale di maiale","/nutrizionali/tabella10105.php","655","2741","69.61","0","6.38","0","0","22.19","0.32","4","25","86","148","0.42","3","0.84","0.04","0.005","1.5","3","9","3","0.386","0.236","4.535","0.25","0.09","0","1","1","1","0.82","0","0","0.29","0","0","0","0","0","0","32.89","8.11","25.26","90","0","0","0","0","0.05","0.15","0.88","15.24","8.94","2.16","30.17","0.56","0","7.45","0.58","0","0.08","0","0","0","0.592","0.991","0.378","0.659","0.056","0.239","0.291","0.168","0.072","0.446","0.528","0.095","0.242","0.262","0.104","0.21","0.021","0.305","0","0","0",
"Noci fresche","/nutrizionali/tabella12155.php","654","2738","65.21","13.71","15.23","6.7","2.61","4.07","0.06","1.78","98","2","346","441","2.91","158","3.09","1.586","3.414","4.9","0","0.3","20","1","0.341","0.15","1.125","0.57","0.537","0","98","98","98","0","0","1.3","0","0","0.7","0","2.7","39.2","12","0","0","0","9","0.15","20.83","1.89","0.08","0.09","0","0","2.43","8.933","47.174","6.126","64","7","0","72","1","0","0","0","0","0","0","0","0","4.404","0","1.659","0.063","0","0","0","0","8.799","0.134","0","0","38.093","9.08","0","0","0","0","0","0","0","1.829","2.816","0.696","2.278","0.208","0.711","0.816","0.625","0.391","1.17","0.424","0.236","0.706","0.934","0.406","0.596","0.17","0.753","0","0","0",
"Nocciole secche","/nutrizionali/tabella12122.php","646","2703","62.4","17.6","15.03","9.4","4.89","2.52","1.1","2.45","123","0","310","755","4.38","173","2.5","1.75","5.55","4.1","0","61","3","0.338","0.123","2.05","0.923","0.62","0","88","88","88","0","3.8","0","0","15.28","36","1","0.33","0","0","0.07","0.07","0","0","4.75","46.608","8.463","4.511","103","6","0","110","1","0","0","0","0","0","0","3.181","0","1.271","0.06","0","0","0","0.119","46.354","0.134","0","0","8.403","0.06","0","0","0","0","0","0","1.687","3.728","0.733","2.222","0.278","0.667","0.727","0.548","0.434","1.069","0.422","0.222","0.563","0.739","0.364","0.499","0.194","0.705","0",
"Nocciole","/nutrizionali/tabella12120.php","628","2629","60.75","16.7","14.95","9.7","4.34","5.31","0.48","2.29","114","0","290","680","4.7","163","2.45","1.725","6.175","2.4","0","0.4","20","1","0.643","0.113","1.8","0.918","0.563","0","113","113","113","0","0","6.3","0","0","15.03","0","14.2","45.6","11","3","0","0","92","0.33","0","0","0.07","0.07","0","0","4.2","45.652","7.92","4.464","89","6","0","96","1","0","0","0","0","0","0","0","0","3.097","0","1.265","0.102","0","0","0","0.116","45.405","0.131","0","0","7.833","0.087","0","0","0","0","0","0","0","1.679","3.71","0.73","2.211","0.277","0.663","0.724","0.545","0.432","1.063","0.42","0.221","0.561","0.735","0.362","0.497","0.193","0.701","0","0","0",
"Noci secche","/nutrizionali/tabella12154.php","618","2584","59","9.91","24.06","6.8","1.1","4.56","0.24","2.47","61","2","513","523","3.12","201","3.37","1.36","3.896","17","0","0.5","40","2","0.057","0.13","0.47","1.66","0.583","0","31","31","31","0","0","1.7","0","0","1.8","0","2.7","32.1","24","0","0","0","9","0","28.48","1.44","0.05","0.05","0","0","1","15.004","35.077","3.368","103","5","0","108","0","0","0","0","0","0","0","0","1.923","0","1.445","0","0","0","0","0.063","0","14.533","0.408","0","33.072","2.006","2.006","0","0","0","0","0","0","0","0","2.433","5.152","1.048","3.618","0.462","1.094","1.189","0.966","0.672","1.684","0.713","0.467","0.926","1.225","0.74","0.721","0.318","1.271","0","0","0",
"Semi di girasole, salati","/nutrizionali/tabella12540.php","617","2581","55.2","23.32","17.28","5.7","10.54","0.62","0.83","3.58","64","331","666","576","4.12","311","4.89","1.597","2.073","104.4","0","52","0.053","0.163","6.747","1.167","0.55","0","237","237","237","0","2.7","0","0","22.89","1.34","14.99","5.66","0","0","0","0","0","10.54","39.025","9.805","4.678","0.027","0.017","0.01","170","21","0","18","0.01","0","0","0.004","0","0.01","0.008","1.89","0.013","2.03","0.133","0.437","0.143","0.001","0","0.02","0.02","0","0","38.837","38.853","0.017","0.143","0.003","0.003","0","0.004","0.003","9.736","9.723","0.01","0.05","0.05","0","0","0","0.003","0.001","0.002","0.01","0","0.003","0","0","1.848","4.273","0.865","1.753","0.268","0.942","1.123","0.842","0.492","1.315","0.532","0.435","0.878","0.857","0.435","0.723","0.285","1.002",
